,id,seeker_post,response_post,ER_label,IP_label,EX_label,conv_type
3930,3930,"rnc is sooooo scared they are trying to rip away absentee ballots during a pandemic in order to block your freedom from voting.

this is literally what authoritarians do",ignorance personified. learn the difference between absentee and what’s being proposed. get help for your,0,0,0,between
3931,3931,"hey, maybe he can figure out how to fix ms office before he tells everyone how to covid test.",he's a passive stock owner in microsoft now. he's not involved in any way with their operations.,0,0,0,between
3932,3932,smug pos.,how very christian of you. i’m sure jesus is proud of you.,1,0,0,between
3933,3933,"hey, maybe he can figure out how to fix ms office before he tells everyone how to covid test.","hello, apparently you don’t read at all. mr. gates is devoting his full attention to the bill and melinda gates foundation since he isn’t longer responsible for the day-to-day operation of microsoft. he isn’t responsible for the mess that windows 10 is.",0,0,0,between
3934,3934,kamala is a cop. how would that work?,she was never a police officer,0,2,0,between
3935,3935,"this is not about freedom of religion. it is about them being in the majority for so long as white christians and not wanting to give that up. they are afraid they will be treated as so many people of color, non-christians and lgbtq have been treated for centuries.","exactly. and they wonder why so many millennials and gen zs are jumping ship, especially these past 4 years. they see it’s crazy, they see the bigotry and the hypocrisy. and they want no part of it. they saw their “religion” for the white cult it was.",0,2,0,within
3936,3936,"in a related story, “u.s. is the only country to have donald trump as president”",say it ain’t so!,0,0,0,within
3937,3937,"fox, your loyalty to the orange one is ....well, it's crap. but, if there is one rat that should go down with the ship, it's you.",maybe you should just open your mind and eyes!,0,0,0,between
3938,3938,"blm started under the obama administration. people seem to forget that, especially him","o wait not only did it start under him, he encouraged black on white violence! and especially to police officers!!!!",0,0,0,within
3939,3939,"blm started under the obama administration. people seem to forget that, especially him",we've had 200 plus years of racism. president obama wasn't going to fix it in 8 years. the fact that he won twice and with the popular vote was powerful and an accomplishment. of course it started under him. his presidency gave bl strength.,0,2,0,between
3940,3940,"these people don’t care about anything except the power to force their version of america on the rest of us. they are the very definition of hypocrisy, the opposite of everything jesus taught his disciples to be.","ikr? i don’t care if they go and ruin their own lives, but when they force their terrible values on me and others, that’s where i draw the line. it’s infuriating how they don’t understand that taking gay marriage and abortion away is doing exactly what they’re accusing us of!",0,2,0,within
3941,3941,"squandered $1,200,000,000.00 ($1.2 billion) and couldn't outwit 13 pesky trolls? ... 🤣",imagine what she wouldn't have been able to do as president... on the bright side trolling works. good news! i have some time here i come sleepy joe.,1,0,0,between
3942,3942,we'll i was waiting to hear him tell us how he spied on trump in 2016? maybe he can let us know if he is going to do it again? such a classy lecture he gives.,"such anger that 7 of donald’s campaign were indicted or plead guilty. 

aye comrad?",0,0,0,between
3943,3943,we'll i was waiting to hear him tell us how he spied on trump in 2016? maybe he can let us know if he is going to do it again? such a classy lecture he gives.,still waiting for trump to get impeached and removed from office,0,0,0,between
3944,3944,we'll i was waiting to hear him tell us how he spied on trump in 2016? maybe he can let us know if he is going to do it again? such a classy lecture he gives.,thanks to donald trump the reputation of your country is now in the gutter. he is a disgrace to democracies. he is a disgrace to western civilisation.,0,0,0,between
3945,3945,we'll i was waiting to hear him tell us how he spied on trump in 2016? maybe he can let us know if he is going to do it again? such a classy lecture he gives.,is trump spying on biden? his he paying rudy to write a report a report called a dossier? id settle down with that crap. you'll have to make excuses for trump.  he is doing what you are talking about.,0,0,2,between
3946,3946,if i never see his or his wife’s face again i’ll die a happy woman.,very christian of you,0,0,0,between
3947,3947,trump has no christian values. none.,it was never about christian values. it’s all about power.,0,0,0,within
3948,3948,dowd was talking about a man picking a woman...this story is completely blown out of proportion...,"put her, (think she so smart self), in this predicament, let her suffer the consequences. she’s getting just what she deserves.  but, her emails.",0,0,0,within
3949,3949,if i never see his or his wife’s face again i’ll die a happy woman.,"psst... you’re not happy, we can tell",1,0,0,between
3950,3950,if i never see his or his wife’s face again i’ll die a happy woman.,old and wise....lol.,0,0,0,between
3951,3951,if i never see his or his wife’s face again i’ll die a happy woman.,both ‘videos’ are fake. why can’t they appear live? because they can’t! lmk when you see a live appearance of either obama.,0,0,0,within
3952,3952,if i never see his or his wife’s face again i’ll die a happy woman.,"ah yes, because trump and his plastic mail order bride are quite the loving couple right?",0,0,2,between
3953,3953,who made a pig rnc chairwoman?,that's showing all the class of a democrat. smh!,0,0,0,between
3954,3954,that’s right,"facts prove there is little to no  concern with mail in voting, but russia is actively working to get 45 re-elected. do magas just hate facts or are they so racist, bigoted and bought into the cult that they just believe america’s greatest conman?",0,0,2,between
3955,3955,if i never see his or his wife’s face again i’ll die a happy woman.,hate is strong. are you a christian ?,0,0,2,between
3956,3956,if i never see his or his wife’s face again i’ll die a happy woman.,feel free to turn off your tv and phone. we'll wait here,1,0,0,between
3957,3957,the best speach of his distinguishesd career,"u parody accounts are hilarious. ""distinguished career"", that was the best part.",0,0,0,between
3958,3958,"he lied, he spied.  he is as dishonest as the rest of the 'politicians.'  he did nothing for chicago when he had the chance.  during his time in office, watching paint dry was more exciting.",,0,0,0,between
3959,3959,"he lied, he spied.  he is as dishonest as the rest of the 'politicians.'  he did nothing for chicago when he had the chance.  during his time in office, watching paint dry was more exciting.",,0,0,0,between
3960,3960,funny how republicans never had a problem with mail in voting until trump did.,lemmings,0,0,0,within
3961,3961,"he lied, he spied.  he is as dishonest as the rest of the 'politicians.'  he did nothing for chicago when he had the chance.  during his time in office, watching paint dry was more exciting.","maybe if your boys weren’t always colluding with russia, they wouldn’t have got caught up in it!",0,0,0,between
3962,3962,"he lied, he spied.  he is as dishonest as the rest of the 'politicians.'  he did nothing for chicago when he had the chance.  during his time in office, watching paint dry was more exciting.","maybe if your boys weren’t always colluding with russia, they wouldn’t have got caught up in it!",0,0,0,between
3963,3963,"he lied, he spied.  he is as dishonest as the rest of the 'politicians.'  he did nothing for chicago when he had the chance.  during his time in office, watching paint dry was more exciting.","no matter how many times you say he spied, it won't make it true. and pretending to care about lies. that's a good one.",0,0,0,between
3964,3964,"he lied, he spied.  he is as dishonest as the rest of the 'politicians.'  he did nothing for chicago when he had the chance.  during his time in office, watching paint dry was more exciting.","no matter how many times you say he spied, it won't make it true. and pretending to care about lies. that's a good one.",0,0,0,between
3965,3965,"he lied, he spied.  he is as dishonest as the rest of the 'politicians.'  he did nothing for chicago when he had the chance.  during his time in office, watching paint dry was more exciting.",if he did all that quit talking about it. for fuck sake arent you tired yet of just angry words in all caps? every report that comes out of rep lead committees say trump was helped by the russians knowingly but you only believe the guy accused.,0,0,0,between
3966,3966,"he lied, he spied.  he is as dishonest as the rest of the 'politicians.'  he did nothing for chicago when he had the chance.  during his time in office, watching paint dry was more exciting.",what did trump do for chicago.,0,0,2,between
3967,3967,"what the hell happened to republicans? it used to be a disagreement on policy between parties was standard, but republicans knew the other side is human also. that seems to be gone.","u mean besides the abortions, murders, riots, lies, ...?",0,0,2,between
3968,3968,if you think that anything said next week will be done with this much delivery and polish i have a bridge in brooklyn that i want sell you.,and by withering you must mean articulate and scathing condemnation of  hey where is notable support?,0,0,0,within
3969,3969,if you think that anything said next week will be done with this much delivery and polish i have a bridge in brooklyn that i want sell you.,dems are bunch of idiots.,0,0,0,between
3970,3970,this man actually loves america unlike the criminal ripping apart our constitution.,"o you mean the left, that hates the 2nd. 1st. well all of our constitution!",0,0,0,between
3971,3971,we cant have mail in voting...unless its in florida.,and exclusively for republican voters.,0,0,0,within
3972,3972,this man actually loves america unlike the criminal ripping apart our constitution.,idiot!,0,0,0,between
3973,3973,this man actually loves america unlike the criminal ripping apart our constitution.,he loved his country so much he sold it out to islamic terrorists and somalia refugees who are now splitting our country apart...,0,2,0,between
3974,3974,this man actually loves america unlike the criminal ripping apart our constitution.,"showing love with a pen and a phone:

phrases applicable to affirmatively furthering fair housing (affh) from obama's pen in 2015
>nationalized zoning ordinances
>federalizing suburbs
naivete' of dems and apathy of gop voters is a free america's greatest risk",0,0,0,between
3975,3975,this man actually loves america unlike the criminal ripping apart our constitution.,then why did he try to destroy the country?,0,0,2,between
3976,3976,this man actually loves america unlike the criminal ripping apart our constitution.,he loves and the state sponsor of terrorism you stupid fool.,0,0,0,between
3977,3977,this man actually loves america unlike the criminal ripping apart our constitution.,um then why did he trade a traitor for 5 terrorists,0,0,2,between
3978,3978,"so the rnc wants to eliminate witness and notary requirements for mail in ballots due to coronavirus in this instance but yet mail in voting is going to cause massive election fraud. 
i....i....what?....",read it again. rnc is fighting against the state wanting to loosen the need to do the things we do to prove it is indeed us casting the ballot.,0,0,0,between
3979,3979,"same goes for a president, you gotta have an honest president...which you are not...",i know right?!? “you can keep your doctor!” amiright?,0,0,0,between
3980,3980,this man actually loves america unlike the criminal ripping apart our constitution.,"so using the irs, fbi, doj and intel community to go after political enemies is ok? pull you head out your ass and do some research.",0,0,0,between
3981,3981,"trumps own people, mattis, bolton, tillerson, kelly....... all say he is incompetent.",well you're user name says all! here have a safety 🧷,1,0,0,between
3982,3982,the president that has told tens of thousands of lies isn't a real good authority on honesty,"what's the worst lie he ever told?

i know obama's.",0,0,2,between
3983,3983,"what ms dowd wrote, as usual, was correct. she specifically stated a man choosing a woman for the ticket. i sincerely doubt she ""missed"" the first woman nominee selecting a man. hence the specificity. btw, there are much bigger things to talk about.","i agree, on both points.",1,0,0,within
3984,3984,he's so old looking.,stress about going to prison!,0,0,0,within
3985,3985,hold my puppet strings while i go make a speech !! lol,bot,0,0,0,between
3986,3986,he had 8 years to “fix” everything. now he’s got his claiming he can “fix” everything after being in politics since the dinosaurs.,"no, he had 2 years and then was obstructed at every step by mcconnell for 6 years.",0,2,0,between
3987,3987,he had 8 years to “fix” everything. now he’s got his claiming he can “fix” everything after being in politics since the dinosaurs.,"no, he had 2 years and then was obstructed at every step by mcconnell for 6 years.",0,2,0,between
3988,3988,,don’t f*ck with oprah,0,0,0,
3989,3989,"we had eight dismal years enduring his so called hope and change. which never came. no one wants a repeat!

there's never been a more corrupt administration in american history, than obama!","no, he had 2 years and then was obstructed at every step by mcconnell for 6 years.",0,2,0,between
3990,3990,"we had eight dismal years enduring his so called hope and change. which never came. no one wants a repeat!

there's never been a more corrupt administration in american history, than obama!",arrest records prove this is bullshit.,0,0,0,between
3991,3991,"didn't watch.  curious how many times he used the words ""i"" and ""me""?",none,0,0,0,between
3992,3992,if you refuse to hear his message you don’t care about our country!,"during obama 8 years,  china became a giant.",0,0,0,between
3993,3993,"i think obama rightfully called out some of the president’s shortcomings: trump is frequently dishonest, profoundly incompetent and ill-suited to a position that requires intellegence, compassion and leadership.",,0,0,0,within
3994,3994,"i think obama rightfully called out some of the president’s shortcomings: trump is frequently dishonest, profoundly incompetent and ill-suited to a position that requires intellegence, compassion and leadership.","opinions are not shortcomings.  the fact they spent all of their time criticizing and not discussing real plans because they no plan other than raising taxes, and promising bs they know will never happen. no criticizing the riots, they encourage it. no thanks",0,0,0,between
3995,3995,another stroke probably,guessing you didn't read the article,0,0,0,between
3996,3996,she has my vote,"she? biden is running for president,  did you forget?",0,0,2,between
3997,3997,she has my vote,agreed,0,0,0,within
3998,3998,she has my vote,they. are. marxists....unless that is what you want.,0,0,0,between
3999,3999,she has my vote,"actually you have to vote for the powerful old man that simply picked her to receive such a plum job.

kinda like willie brown did when she was sleeping with him.",0,0,0,between
4000,4000,she has my vote,you must be white,0,0,0,between
4001,4001,another stroke probably,"ya, he’s back in 10 minutes. he’s not joe biden , biden would be back in the basement.",0,0,0,between
4002,4002,she has my vote,"you are voting for joe not her 
no one runs for vp",0,0,0,between
4003,4003,she has my vote,🤢🤢🤮,0,0,0,between
4004,4004,kamala harris for the people.,yes putting black people in jails,0,0,0,between
4005,4005,kamala harris for the people.,for who...???,0,0,2,between
4006,4006,another stroke probably,no just another liberal city shooting at random people.....it sad you probably vote democrat,0,0,0,between
4007,4007,not one word about the .,exactly!!!!!,0,2,0,within
4008,4008,not one word about the .,our anything real news or truthful.,0,0,0,within
4009,4009,it's not trump vs biden anymore. it's trump vs harris.,you’re right. you gotta love two men going at it,0,0,0,within
4010,4010,historic?,"1) first woman
2) first black person
3) first indian person
= historic",0,0,0,between
4011,4011,she’s whorable,said the man with the tiny pee pee.,0,0,0,between
4012,4012,another stroke probably,your karma,0,0,0,between
4013,4013,soooooooo comma “mattress” harris is officially the progressive communist democrat vp. willie brown must be proud.,omg it’s 2020. nobody cares about that bs.,0,0,0,between
4014,4014,so bad. robot like,robot like? you ever watch pence? lol,0,0,2,between
4015,4015,"what ms dowd wrote, as usual, was correct. she specifically stated a man choosing a woman for the ticket. i sincerely doubt she ""missed"" the first woman nominee selecting a man. hence the specificity. btw, there are much bigger things to talk about.","^this.

she said a man picking a woman for vp. 

dowd was right.

hillary and everyone agreeing with her “yasqween” response are wrong.",0,0,0,within
4016,4016,"another hellish-looking photo.this  is what some parts of our inner-cities look like under trump. and before you say “ they’re run by ‘dems’”, trump promised he would fix the inner cities. but everyone now sees he lies constantly and only makes things worse.",mind numbingly dumb statement,0,0,0,between
4017,4017,we are calling out  and his buddy putin.  they are cheating with disinformation and voted suppression. and by dismantling our great usps.  the only reason fedex and amazon works so well is it depend so heavily on our post office. it is our strength.,let’s hope that the stunt he pulled earned himself a one-way ticket to the electric chair,0,0,0,within
4018,4018,kamala harris 2020,nasty!!🤢🤢🤢🤢🤮🤮,0,0,0,between
4019,4019,can't wait to vote for and watch history in the making!,can’t wait for the democrats cry fest after trump wins!...again!,0,0,0,between
4020,4020,trump and the republicans are going to use every tool to mess up this election.  they will never abolish the outdated electoral college because it works in their favor.,but the electoral college now have to go in favor for the one with the popular vote,0,0,0,within
4021,4021,"i wouldn't vote democrat at all this november. joe biden has dementia and kamala harris is a very radical person who takes bad decisions for the american people.

i'll rather keep our current president than giving them the chance of destroying america!","yeah, joe is 77 and has a speech impediment. yup. but donald trump is a russian asset who says nothing when putin puts bounties on us soldiers. trump is a traitor to his country.",0,2,0,between
4022,4022,"i wouldn't vote democrat at all this november. joe biden has dementia and kamala harris is a very radical person who takes bad decisions for the american people.

i'll rather keep our current president than giving them the chance of destroying america!","yeah, joe is 77 and has a speech impediment. yup. but donald trump is a russian asset who says nothing when putin puts bounties on us soldiers. trump is a traitor to his country.",0,2,0,between
4023,4023,"she must be so proud, picked because of her gender and color",and those knee pads,0,0,0,within
4024,4024,i don’t think biden needs any help. he’s doing good on his own,huh...,0,0,0,between
4025,4025,this is what an adult looks like. this is what hope and optimism for the future looks like. this is what america looks like. bravo kamala.,hope she reads this bro,1,0,0,between
4026,4026,i don’t think biden needs any help. he’s doing good on his own,sureeee....,0,0,0,between
4027,4027,this is what an adult looks like. this is what hope and optimism for the future looks like. this is what america looks like. bravo kamala.,"sad...so many people vote based on someone's look, color of their skin, if they are charismatic etc. we had 8 years of all of that and it got us nowhere. more division on the way, obama started it and it will only get worst.",0,2,0,between
4028,4028,"fox, brasil is begging for you, come to brazil... i promise you , you will be the leader news !","they were there, under a different moniker and ownership from april 1, 1964, to march 15, 1985.

propaganda, no matter the side it chooses to demonize or deify is still propaganda. 

foxnews is dangerous. it is not news. it is propaganda.",0,2,0,between
4029,4029,doesn't everybody's campaign threatened to damage their opponents campaign? so what's the big deal here?,it might help trump.... the media cant have that,0,0,0,within
4030,4030,"how does this article list 'trailblazing' women in politics twice, but never mention palin?",we know why.,0,0,0,within
4031,4031,"how does this article list 'trailblazing' women in politics twice, but never mention palin?",they gave palin a porn spoof instead?,0,0,2,within
4032,4032,"how does this article list 'trailblazing' women in politics twice, but never mention palin?",sarah or others esther hobart morris,0,0,0,within
4033,4033,"historic? she’s not an african american. her family owned slaves in jamaica. she f***ed and sucked her way up the ladder of california politics. her positions change with the wind. obama is a shallow empty suit, but compared to kamala he is a master politician.","for it to be so ""historic"" i feel nothing, but the same disdain i felt with obama.",0,2,0,within
4034,4034,"fox, brasil is begging for you, come to brazil... i promise you , you will be the leader news !","yes fox, go.   leave us.  your news is useless here.",0,0,0,between
4035,4035,doesn't everybody's campaign threatened to damage their opponents campaign? so what's the big deal here?,but they're usually in it to win it. that's not the case here.,0,0,0,between
4036,4036,for as long as i live i’ll never understand why a woman would vote for this man,you mean versus voting for a man that secretly sniffs women’s hair and puts his hands on them creepily?,0,0,2,between
4037,4037,"the thing about trump that dems and frankly a lot of americans hate is that he isn’t a politician. what you see if what you get. he’s tactless in many respects, but he’s effective and democrats and other long-term politicians hate that.","irrefutable facts 
1. gravity exists 
2. the early morning sun first appears in the eastern sky.
3. trump is a
a. pathological lying buffoon.
b. racist 
c.  bigot
d.  xenophobe
e.  mysoginist
f.   despotic fool
g.  greedy rich glutton 
only self-induced ignorami vote for trump",0,2,0,between
4038,4038,"the thing about trump that dems and frankly a lot of americans hate is that he isn’t a politician. what you see if what you get. he’s tactless in many respects, but he’s effective and democrats and other long-term politicians hate that.","it's a mental disorder that appears in racist, anti-vaxxers🤮, religious fanatics🤯, pandemic/ climate change deniersfox viewers and trump minions ❗
save us from, not only trump, but his supporters suffering from self-induced, vile ignorance 🤪❗",0,0,0,between
4039,4039,"the thing about trump that dems and frankly a lot of americans hate is that he isn’t a politician. what you see if what you get. he’s tactless in many respects, but he’s effective and democrats and other long-term politicians hate that.","remember, trump was a draft dodger
in the vietnam era❗trump was and still is a spinelessjellyfish coward❗i served in the vietnam era and some of my friends died in that war and others came back with serious physical and/or mental injuries❗trump is a spinelessjellyfish coward❗",0,2,0,between
4040,4040,"the thing about trump that dems and frankly a lot of americans hate is that he isn’t a politician. what you see if what you get. he’s tactless in many respects, but he’s effective and democrats and other long-term politicians hate that.","175,000+dead from covid19 and trump golfs on their graves🤮🤮🤮🤮🤮",0,0,0,between
4041,4041,"yes, evangelicals support trump because of who they are.","victimhood and ingrained racism make white evangelicals overlook the *irony* of making a deal w/ the (pornstar-loving) devil 

but what d'you expect from a group that has ppl who want to bring on ""the rapture"" aka hell on earth? electing trump sure boosts their doomsday plan!",0,0,0,within
4042,4042,kanye trump's puppet..,trump has kanye.  biden has cnn and every news outlet other than fox and oann and sometimes not fox. get over it.,0,0,0,between
4043,4043,"sad...so many people vote based on someone's look, color of their skin, if they are charismatic etc. we had 8 years of all of that and it got us nowhere. more division on the way, obama started it and it will only get worst.","your guy tweets 12-year old name calling and conspiracies. your guy literally doesn't care that russia put bounties on out troops. your guy has no understanding of government, the constitution, or science. your guy is so self centered he doesn't care that 180k people are dead.",0,0,0,between
4044,4044,"no, he had 2 years and then was obstructed at every step by mcconnell for 6 years.",gotta hand it to trump tho. only took him 3 years to fuck up everything done in the previous 8.,0,0,0,between
4045,4045,"lockdown s just delay the virus , all the states with scrict lockdown s have the most deaths .","the whole point is to delay the virus.

not enough space to untangle how stupid the rest of what you said is.",0,0,0,between
4046,4046,kanye trump's puppet..,wrong..,0,0,0,between
4047,4047,"yeah, joe is 77 and has a speech impediment. yup. but donald trump is a russian asset who says nothing when putin puts bounties on us soldiers. trump is a traitor to his country.","based on your logic, then i wouldn't be so sure that someone with an speech impediment will say something to putin. russians will laugh on joe's face.",0,0,0,between
4048,4048,robot like? you ever watch pence? lol,yep. him 2. i was saving that for next week with him,0,2,0,between
4049,4049,kanye trump's puppet..,"trump and kanye have balls. biden is just a part of the same ol deep state who’s always controlled things. obama didn’t bring change, what makes you think biden will?",0,0,2,between
4050,4050,"maybe if your boys weren’t always colluding with russia, they wouldn’t have got caught up in it!",hahahaha,0,0,0,between
4051,4051,"maybe if your boys weren’t always colluding with russia, they wouldn’t have got caught up in it!","this is it?  this is all you got?  russia? wow,  you are tired.",0,0,2,between
4052,4052,"no matter how many times you say he spied, it won't make it true. and pretending to care about lies. that's a good one.","keep dreaming, maybe you will wake up one day before it is too late",1,0,0,between
4053,4053,and their qualifications are....?,fake people say fake things,0,0,0,within
4054,4054,what did trump do for chicago.,"not his state.  but, he offered and was turned down.  obama did nothing.",0,0,0,between
4055,4055,hate is strong. are you a christian ?,who said anything about hate?  i hate satan but that’s about as far as it goes.,0,0,2,between
4056,4056,"i see you prefer sexual predators and treasonous uneducated buffoons to be reflective of your values. you probably find putin all the rave. disgusting human being and you consider yourself human , patriotic and a lady ? just stop it karen  !","the whole sexual predator narrative is not only getting old, but it's ironic that the very same people are supporting a known vial sexual predator whom we've actually heard and seen perpetrating his sexual depravity. ""i can do anything i want.....grab 'em by the pussy"".",0,0,0,between
4057,4057,you know trump is older right. you're racism is showing,racism to call someone old ? go away.,0,0,0,between
4058,4058,except all of us.,,0,0,0,between
4059,4059,madam badass. are you trying to get some of her ice cream?,bot be gone,0,0,0,between
4060,4060,yes . and let's not forget who's running our country.. scary and no class,it’s that the best you got ?,0,0,2,between
4061,4061,,i'll bet she's taught them all very well!,0,0,0,
4062,4062,🤣🤣🤣 getting caught. trust and believe if trump could charge him he would. trump would love to deliver that to his base. its all talk to keep you hyped. keep buying into it. when biden wins you will blame his presidency for not arresting him and forget trump had 4 yrs to do it,they fall for one fairytale after another,0,0,0,between
4063,4063,this deeply troubled man needs to go away. everyone who is exploiting his very obvious mental health issues should be put away.,this describes at least three presidential candidates,0,0,0,within
4064,4064,"joe biden doesn’t hide his views about black america. 

not long ago, he told black people:

  ""if you have a problem figuring out whether you are for me or for trump, then you are not black.""

on august 5, biden said that all blacks think alike, except for a few notable ones.","biden basically said that voting for trump is voting for a racist, which is true.",0,0,0,between
4065,4065,they should bring fox news to russia while they’re at it because that’s where they belong. they’ve done nothing but try to rip this country apart since they’ve been on the air.,baloney. all the other networks refuse to give you the whole story. fox gives you complete stories so you can judge. you don’t hear that trump managed to get a peace deal between israel and the uae on any of the other networks. you get the news they want you to hear only,0,0,0,between
4066,4066,due to the virus brought here from china.,"doesn’t matter where it came from. 

all that matters is how failed leadership dealt with it. 

only a weak president would need to resort to childish name calling on a virus to detract from his own failed leadership and plunging economy anyway.",0,2,0,between
4067,4067,blue states or red states?,both and i believe all  and i see texas ;),0,0,0,between
4068,4068,starring in operation,is this technically even a meme?,0,0,2,between
4069,4069,,lol it’s established. it’s why they can’t run it in ny anymore.,0,0,0,
4070,4070,she’s going down with an organized crime charge and treason. no stopping it!,is it organized crime this week? who knew?,0,0,2,between
4071,4071,hillary has all the black male. she was the state department head and a close friend of epstein’s who ran the cia black male operation. there are many compromised officials still in charge so that his is why she has been untouchable not that she isn’t corrupt.,"black male? if you don't know it's blackmail, you have no idea what blackmail is.hillary sat through 11 straight hours of grueling questioning by the  committee after 10 previous investigations.nothing has changed and nothing was ever found to indicate her guilt. move on,it's 2020.",0,2,0,between
4072,4072,what a publicity stunt - lol,"such a stunt, theres a dead body on the floor outside the whitehouse, probably one of you ppl too",0,0,0,between
4073,4073,"isn't the point of any campaign to damage the opposing campaigns? that's how one wins. kanye is only being targeted because he isn't a white man, like the two major candidates.","he isnt on every ballot so literally no chance of winning and not evwn trying. 

so the point is to direupt the vote in certain states. 

you can love this, but dont pretend it isnt a scam.",0,0,0,within
4074,4074,i’m a virologist of 30 years. i have a pretty good idea. do you?,so what are they?,0,0,2,between
4075,4075,i’m a virologist of 30 years. i have a pretty good idea. do you?,you'd think a 30 virologist would know right?,0,0,2,between
4076,4076,you'd think a 30 virologist would know right?,"sorry man, i don’t even go down the path with antifa.",0,0,0,between
4077,4077,is that why 80% of americans live paycheck to paycheck with no savings?,"oh boy let’s see how you would solve this problem. you’ll give everyone the same amount of, free food and water, free everything. this wouldn’t work. now how would you fix this?",0,0,0,between
4078,4078,is that why 80% of americans live paycheck to paycheck with no savings?,maybe they should learn to live within their means and what a savings account is for.,0,0,0,between
4079,4079,"isn't the point of any campaign to damage the opposing campaigns? that's how one wins. kanye is only being targeted because he isn't a white man, like the two major candidates.","the point should be to put out a platform to demonstrate the reasons the citizens should vote for you over the guy, not smear the other guy so the voters settle for you.  that's the problem with politics today.",0,0,0,within
4080,4080,is that why 80% of americans live paycheck to paycheck with no savings?,thats because they live outside their means and dont strive for wealth. they need that new iphone. that new car that big house.,0,0,0,between
4081,4081,"70% of americans. 

america heading in the wrong direction.",because 70% see socialism growing and know it isn't the right thing.,0,0,0,between
4082,4082,"i mean trump said it yesterday the dems want funding for mail in ballots lol. like it is a bad thing, cause for him it is.",anyone who can go shopping can go to the polls and vote.,0,0,0,between
4083,4083,"i plan on watching the rnc even though i know it will be a reiteration of trump's verbal diahrea for the past 4 years.  how he won in 2016, how he built the wall, how he stopped the ""china virus"" by closing the border, etc. it'll be rough, but i'll watch.","it gives me a headache, but whenever this administration seems to be doing something really crazy (like messing with our mailing system) i watch fox news to see the justification for the bs.",0,2,0,within
4084,4084,cool it karen!,no.,0,0,0,between
4085,4085,"you mean the non racist, the educated and patriots ?","no the ignorant, hateful, riot inducing democrats!!",0,0,0,between
4086,4086,ohhh - racists did like the speech ?? too many difficult words??,maya get some new material.,0,0,0,between
4087,4087,ohhh - racists did like the speech ?? too many difficult words??,,0,0,0,between
4088,4088,see how the  coverage compares against other news outlets on ground news,"incredible that  didn’t even cover it.

they truly are the",0,2,0,between
4089,4089,there's no help to fight anti-semitism:,what does this even mean?,0,0,2,between
4090,4090,it's called treason!,,0,0,0,between
4091,4091,it's called treason!,,0,0,0,between
4092,4092,it's called treason!,,0,0,0,between
4093,4093,"we are here because of trump, and trump alone.",you forget the great economy we had before covid!,0,0,0,between
4094,4094,"like someone whose inaction has lead to over 175,000 deaths? that kind of hate?",inaction???,0,0,2,between
4095,4095,see how the  coverage compares against other news outlets on ground news,wonder why fox has more viewers that the others during time slot?,0,0,2,between
4096,4096,i was told kids are 100% immune,"children rarely get this syndrome, now called mis-c, but it's similar to kawasaki syndrome, related to covid-19 infections.  it's pretty rare and this is 11 total since the beginning of the pandemic in washington state.  they usually do ok with treatment.",0,2,0,between
4097,4097,nobody cares what the sloppy seconds couple thinks.,oh that's classic!,0,0,0,within
4098,4098,"just looked that up. first i had heard it. interesting. who knows? i mean, they know, but it’s a he said/she said at this point. regardless, it seems she waa good for those boys.","i’m not judging her, i’m just repeating what her first husband said about her.  those two, are no saints and should be held to the same standards that trump is held to.",0,0,0,between
4099,4099,"if trump has epstein entanglement that could even be slightly inferred, let alone proved, the msm would be shouting them from the rooftops every day, demanding charges be brought in federal court. sorry, but no. clinton was the only pres with an epstein problem.","look, they’re both disgusting. i’m not defending clinton. but it’s just obnoxious when people act like trump isn’t the same or worse. he raw-dogged a porn star right after his wife had their baby... gross gross gross.",0,0,0,between
4100,4100,i was told kids are 100% immune,he’s a pathological and habitual liar. dont believe a word a word he says.,0,0,0,within
4101,4101,"if trump has epstein entanglement that could even be slightly inferred, let alone proved, the msm would be shouting them from the rooftops every day, demanding charges be brought in federal court. sorry, but no. clinton was the only pres with an epstein problem.","gee. because all the photos and videos of trump and epstein together manhandling women, isn't proof enough?",0,0,0,between
4102,4102,awwwww poor right winger had to go block the scary liberal...,nobody is going to argue with you people. there’s no use.,0,0,0,between
4103,4103,"saved you a click: “it has been observed that children have a lower risk of severe complications from covid-19, and only a tiny percentage have been affected by mis-c.”",meaning what? open all the schools like trump wants?,0,0,2,between
4104,4104,"look, they’re both disgusting. i’m not defending clinton. but it’s just obnoxious when people act like trump isn’t the same or worse. he raw-dogged a porn star right after his wife had their baby... gross gross gross.",right. they’re neither one moral. and you want to say there are no degrees to that?,0,0,2,between
4105,4105,as an undecided voter this gives me a sense of empathy for the president and my concern for him makes me feel patriotic. it'll be interesting to see how this works into my decision in the 2020 election.,cousin it welcomes you lol,0,0,0,between
4106,4106,"saved you a click: “it has been observed that children have a lower risk of severe complications from covid-19, and only a tiny percentage have been affected by mis-c.”",they are getting it. and some die.,0,2,0,between
4107,4107,"not his state.  but, he offered and was turned down.  obama did nothing.","did you see new york.  you do know, the president is the president of the united states.  he isn't president of just his state and his friends.  that is where republicans are messed up. oregon isn't trump's state. he sent federal troops there.",0,0,0,between
4108,4108,"this is it?  this is all you got?  russia? wow,  you are tired.",it’s exactly how they got caught. what planet do you come from?,0,0,2,between
